TANGGAL,KODE BARANG,NAMA BARANG,PENJUALAN,HARGA,CUSTOMER,NO. INVOICE
3-Mei-21,A216,Lem Fox Botol Sedang,91,  16.000 ,,
3-Mei-21,A246,Penggaris V-tec 30Cm,34,  3.000 ,,
3-Mei-21,A253,Pembolong Kertas Besar Joyko,49,  22.000 ,,
3-Mei-21,A256,Penghapus Pensil Steadler,21,  3.500 ,,
3-Mei-21,A315,Solatib Nachi Sedang,6,  7.000 ,,
3-Mei-21,A344,Spidol Art Line 70,25,  8.000 ,,
3-Mei-21,A347,Tempat Pensil Joyko Bag,33,  25.000 ,,
3-Mei-21,A349,Tipe Ex Joyko Biru,25,  8.000 ,,
3-Mei-21,A351,Tip Ex Borneo Merah,25,  4.000 ,,
3-Mei-21,A383,Catridge Canon 810,12,  235.000 ,,
3-Mei-21,A384,Catridge Canon 811,12,  260.000 ,,
3-Mei-21,A386,Tinta E-Print Comp 664 C,24,  90.000 ,,
3-Mei-21,A387,Tinta E-Print Comp 664 M,30,  90.000 ,,
3-Mei-21,A388,Tinta E-Print Comp 664 Y,24,  90.000 ,,
3-Mei-21,A389,Tinta E-Print Comp 664 K,12,  90.000 ,,
4-Mei-21,A001,Amplop PPL 90PPS,40,  26.000 ,,
4-Mei-21,A001,Amplop PPL 90PPS,30,  26.000 ,,
4-Mei-21,A117,Correction Tape Joyko Merah,56,  4.000 ,,
4-Mei-21,A125,Cutter Hore A-300,114,  5.500 ,,
4-Mei-21,A125,Cutter Hore A-300,117,  5.500 ,,
4-Mei-21,A144,Double Tape 1.1/5 Busa 3M,15,  20.000 ,,
4-Mei-21,A156,Gantungan Kunci Bulat,10,  1.000 ,,
4-Mei-21,A170,Kertas Sidu A4 70 Gsm,20,  47.000 ,,
4-Mei-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,,
4-Mei-21,A184,Kertas Buffalo Lembar Besar,22,  13.000 ,,
4-Mei-21,A215,Lem Fox Botol Kecil,10,  10.000 ,,
4-Mei-21,A222,Lem Joyko Stick Kecil,34,  4.000 ,,
4-Mei-21,A243,Penggaris ButterFly 30Cm,8,  4.000 ,,
4-Mei-21,A246,Penggaris V-tec 30Cm,10,  3.000 ,,
4-Mei-21,A255,Pengghapus White Board,12,  11.000 ,,
4-Mei-21,A256,Penghapus Pensil Steadler,44,  3.500 ,,
5-Mei-21,A005,Amplop Merpati 90 PPS,45,  23.000 ,,
5-Mei-21,A056,Buku Tulis Kiky 38,69,  42.000 ,,
5-Mei-21,A115,Box File Joyko Kawat,16,  27.500 ,,
5-Mei-21,A156,Gantungan Kunci Bulat,6,  1.000 ,,
5-Mei-21,A176,Kertas Sidu A4 80 Gsm,21,  51.500 ,,
5-Mei-21,A245,Penggaris V-tec 20Cm,13,  2.000 ,,
5-Mei-21,A246,Penggaris V-tec 30Cm,50,  3.000 ,,
5-Mei-21,A253,Pembolong Kertas Besar Joyko,50,  22.000 ,,
5-Mei-21,A315,Solatib Nachi Sedang,62,  7.000 ,,
5-Mei-21,A335,Stabilo Boss Kecil,30,  8.500 ,,
6-Mei-21,A005,Amplop Merpati 90 PPS,20,  23.000 ,,
6-Mei-21,A048,Block Notes Ria A5 100,25,  65.000 ,,
6-Mei-21,A118,Correction Tape V-tec Kecil,25,  3.000 ,,
6-Mei-21,A144,Double Tape 1.1/5 Busa 3M,145,  20.000 ,,
6-Mei-21,A180,Kertas Manila Gulung,23,  38.000 ,,
6-Mei-21,A210,Kertas Continous Form 2Ply SIDU,10,  315.000 ,,
6-Mei-21,A218,Lem Fox Stick,10,  12.000 ,,
6-Mei-21,A219,Lem UHU Stick Besar,16,  30.000 ,,
6-Mei-21,A227,Lem Tembak Joyko isi 5,40,  20.000 ,,
6-Mei-21,A228,Mika Transparant A4,120,  38.000 ,,
6-Mei-21,A257,Penghapus Pensil Joyko,142,  3.000 ,,
6-Mei-21,A278,Pulpen Standart AE 7 Biru ,82,  3.000 ,,
6-Mei-21,A317,Solatib Kabel Nachi,79,  3.500 ,,
6-Mei-21,A329,Steples Etona 23/17,62,  25.000 ,,
6-Mei-21,A349,Tipe Ex Joyko Biru,135,  8.000 ,,
7-Mei-21,A001,Amplop PPL 90PPS,25,  26.000 ,,
7-Mei-21,A118,Correction Tape V-tec Kecil,10,  3.000 ,,
7-Mei-21,A170,Kertas Sidu A4 70 Gsm,16,  47.000 ,,
7-Mei-21,A171,Kertas SIDU F4 70 Gsm,50,  51.500 ,,
7-Mei-21,A210,Kertas Continous Form 2Ply SIDU,6,  315.000 ,,
7-Mei-21,A218,Lem Fox Stick,10,  12.000 ,,
7-Mei-21,A220,Lem UHU Stick Kecil,58,  14.000 ,,
7-Mei-21,A227,Lem Tembak Joyko isi 5,50,  20.000 ,,
7-Mei-21,A228,Mika Transparant A4,92,  38.000 ,,
7-Mei-21,A321,Stapler Joyko Mini,80,  5.000 ,,
7-Mei-21,A329,Steples Etona 23/17,32,  25.000 ,,
7-Mei-21,A338,Spidol Snowman Permanent,51,  7.000 ,,
7-Mei-21,A389,Tinta E-Print Comp 664 K,30,  90.000 ,,
7-Mei-21,A390,Tinta E-Print Comp Canon C,132,  78.000 ,,
7-Mei-21,A391,Tinta E-Print Comp Canon M,121,  78.000 ,,
8-Mei-21,A115,Box File Joyko Kawat,8,  27.500 ,,
8-Mei-21,A170,Kertas Sidu A4 70 Gsm,9,  47.000 ,,
8-Mei-21,A218,Lem Fox Stick,36,  12.000 ,,
8-Mei-21,A222,Lem Joyko Stick Kecil,64,  4.000 ,,
8-Mei-21,A245,Penggaris V-tec 20Cm,8,  2.000 ,,
8-Mei-21,A245,Penggaris V-tec 20Cm,84,  2.000 ,,
8-Mei-21,A246,Penggaris V-tec 30Cm,15,  3.000 ,,
8-Mei-21,A256,Penghapus Pensil Steadler,89,  3.500 ,,
8-Mei-21,A315,Solatib Nachi Sedang,15,  7.000 ,,
20-Jun-21,A009,Amplop Cokelat Tali Borneo B5,50,  38.000 ,,
20-Jun-21,A103,Baterai Alkaline A2,25,  15.000 ,,
20-Jun-21,A110,Baterai Eveready A2 isi 2,25,  10.000 ,,
20-Jun-21,A110,Baterai Eveready A2 isi 2,24,  10.000 ,,
20-Jun-21,A117,Correction Tape Joyko Merah,25,  4.000 ,,
20-Jun-21,A117,Correction Tape Joyko Merah,12,  4.000 ,,
20-Jun-21,A118,Correction Tape V-tec Kecil,12,  3.000 ,,
20-Jun-21,A213,Lem Korea G,50,  15.000 ,,
20-Jun-21,A215,Lem Fox Botol Kecil,6,  10.000 ,,
20-Jun-21,A215,Lem Fox Botol Kecil,12,  10.000 ,,
20-Jun-21,A223,Lem Joyko Stick Besar,50,  7.000 ,,
20-Jun-21,A318,Solatib Kabel Niron,20,  10.000 ,,
21-Jun-21,A056,Buku Tulis Kiky 38,20,  42.000 ,,
21-Jun-21,A067,Buku Octavo Borneo 50,35,  23.000 ,,
21-Jun-21,A078,Buku Folio 100 Borneo,20,  86.000 ,,
21-Jun-21,A119,Correction Tape V-tec Besar,15,  6.000 ,,
21-Jun-21,A217,Lem Fox Botol Besar,12,  37.000 ,,
21-Jun-21,A217,Lem Fox Botol Besar,6,  37.000 ,,
21-Jun-21,A218,Lem Fox Stick,20,  12.000 ,,
21-Jun-21,A231,Map Kertas Biola,50,  67.000 ,,
21-Jun-21,A235,Map Daichi L,75,  55.000 ,,
21-Jun-21,A251,Penggaris Kayu 100Cm,12,  30.000 ,,
21-Jun-21,A267,Pulpen Faster C600 Biru,40,  3.500 ,,
21-Jun-21,A268,Pulpen Snowman V1 Hitam,15,  3.000 ,,
21-Jun-21,A268,Pulpen Snowman V1 Hitam,36,  3.000 ,,
21-Jun-21,A278,Pulpen Standart AE 7 Biru ,20,  3.000 ,,
21-Jun-21,A288,Pulpen Zebra hitam,75,  5.500 ,,
21-Jun-21,A290,Pulpen Boxi Biru,20,  10.000 ,,
21-Jun-21,A318,Solatib Kabel Niron,20,  10.000 ,,
21-Jun-21,A319,Stapler Joyko Kecil,24,  8.000 ,,
21-Jun-21,A336,Stabilo Bos Sedang,24,  14.000 ,,
21-Jun-21,A357,Tinta Spidol Faster,12,  14.000 ,,
21-Jun-21,A361,Tali Nylon Kecil,12,  5.000 ,,
22-Jun-21,A029,Binder Clips V-tec 105,50,  3.000 ,,
22-Jun-21,A031,Binder Clips V-tec 111,24,  5.500 ,,
22-Jun-21,A034,Binder Clips V-tec 260,60,  17.500 ,,
22-Jun-21,A038,Binder Clips Trigonal Kenko No.1,100,  4.500 ,,
22-Jun-21,A041,Binder Clips Trigonal V-tec No.1,25,  3.500 ,,
22-Jun-21,A047,Block Notes Ria A5 50,35,  38.000 ,,
22-Jun-21,A081,Buku Folio 50 Ria,5,  41.000 ,,
22-Jun-21,A086,Buku Kwitansi Borneo,25,  40.000 ,,
22-Jun-21,A095,Bantalan Stempel Artline,10,  20.000 ,,
22-Jun-21,A098,Busur Derajat 0.5 V-tec,16,  3.000 ,,
22-Jun-21,A130,"Double Tape 1/5"" Borneo",25,  4.000 ,,
22-Jun-21,A136,"Double Tape 1"" Daimaru",40,  10.000 ,,
22-Jun-21,A151,Gunting M-2000 Besar,35,  23.000 ,,
22-Jun-21,A161,Isi Block Note A5,25,  11.000 ,,
22-Jun-21,A186,Kertas Art Paper F4,22,  65.000 ,,
22-Jun-21,A196,Kertas Sticker Glosy F4 E-Print,35,  45.000 ,,
22-Jun-21,A197,Kertas Sticker Glosy A3 E-Print,25,  70.000 ,,
22-Jun-21,A223,Lem Joyko Stick Besar,21,  7.000 ,,
22-Jun-21,A252,Pembolong Kertas Kecil Joyko,31,  14.000 ,,
24-Jun-21,A036,Binder Clips Trigonal Joyko No.3,100,  5.500 ,,
24-Jun-21,A047,Block Notes Ria A5 50,75,  38.000 ,,
24-Jun-21,A086,Buku Kwitansi Borneo,12,  40.000 ,,
24-Jun-21,A096,Busur Derajat 0.5 Joyko,24,  4.000 ,,
24-Jun-21,A103,Baterai Alkaline A2,24,  15.000 ,,
24-Jun-21,A127,Cutter Xianjiang A-300 Renceng,10,  25.000 ,,
24-Jun-21,A133,"Double Tape 2"" Borneo",33,  11.000 ,,
24-Jun-21,A142,"Double Tape 1.1/5"" 3M",21,  20.000 ,,
24-Jun-21,A157,Isi Cutter Joyko L-500,12,  6.000 ,,
24-Jun-21,A177,Kertas SIDU F4 80 Gsm,24,  58.500 ,,
24-Jun-21,A186,Kertas Art Paper F4,6,  65.000 ,,
24-Jun-21,A198,Kertas Sticker Vinyl A4,35,  45.000 ,,
24-Jun-21,A203,Kertas Karton BC,150,  15.000 ,,
24-Jun-21,A207,Kertas Karbon F4,40,  50.000 ,,
24-Jun-21,A263,Pensil 2B Boss,75,  6.000 ,,
24-Jun-21,A292,Papan Jalar Kayu,150,  7.000 ,,
24-Jun-21,A294,Penyekat Buku Borneo,200,  5.000 ,,
24-Jun-21,A303,Rautan Meja Joyko,12,  60.000 ,,
24-Jun-21,A306,Rak Dokumen Plastik,50,  185.000 ,,
24-Jun-21,A308,Rumah Solatib,34,  25.000 ,,
24-Jun-21,A310,Sampul Buku Tulis Coklat,200,  6.000 ,,
24-Jun-21,A322,Stapler Max Kecil,,,,
24-Jun-21,A326,Staples Etona no.10,,,,
24-Jun-21,A330,Steples Tembak Kecil,,,,
24-Jun-21,A332,Steples Air Gun,7,  32.000 ,,
24-Jun-21,A333,Stabilo Joyko Mini,,,,
24-Jun-21,A341,Spidol Faster Board Marker,26,  8.000 ,,
24-Jun-21,A342,Spidol Snowman Besar,53,  15.000 ,,
24-Jun-21,A343,Spidol Snowman Plastik,35,  13.000 ,,
24-Jun-21,A360,Tali Rafia Gulung Besar,25,  24.000 ,,
24-Jun-21,A363,Vas Bunga Joyko Plastik,150,  20.000 ,,
24-Jun-21,A364,White Board Kecil Joyko,50,  215.000 ,,
24-Jun-21,A372,Toner Laser Jet HP 85 A,25,  550.000 ,,
24-Jun-21,A385,Tinta E-Print Comp 664 Set,8,  350.000 ,,
25-Jun-21,A029,Binder Clips V-tec 105,12,  3.000 ,,
25-Jun-21,A037,Binder Clips Trigonal Joyko No.5,150,  6.500 ,,
25-Jun-21,A041,Binder Clips Trigonal V-tec No.1,12,  3.500 ,,
25-Jun-21,A043,Binder Clips Trigonal V-tec No.5,24,  5.000 ,,
25-Jun-21,A083,Buku Kwitansi PPL Kecil,24,  55.000 ,,
25-Jun-21,A084,Buku Kwitansi PPL Sedang,6,  70.000 ,,
25-Jun-21,A091,Buku Gambar Borneo A3,20,  38.000 ,,
25-Jun-21,A093,Buku Gambar Ria A3,30,  25.000 ,,
25-Jun-21,A097,Busur Derajat 0.5 Kenko,8,  4.000 ,,
25-Jun-21,A101,Baterai ABC MIC,12,  35.000 ,,
25-Jun-21,A137,"Double Tape 1.1/5"" Daimaru",25,  14.000 ,,
25-Jun-21,A138,"Double Tape 2"" Daimaru",50,  7.000 ,,
25-Jun-21,A152,Gunting Xianjiang Kecil Silver,6,  5.000 ,,
25-Jun-21,A177,Kertas SIDU F4 80 Gsm,32,  58.500 ,,
25-Jun-21,A181,Kertas Bison Cokelat,25,  14.000 ,,
25-Jun-21,A186,Kertas Art Paper F4,10,  65.000 ,,
25-Jun-21,A202,Kertas Minyak Gulung,12,  40.000 ,,
25-Jun-21,A204,Kertas Kalkir Joyko,120,  14.000 ,,
25-Jun-21,A208,Kertas Carbon A4,20,  35.000 ,,
25-Jun-21,A232,Map Kertas Borneo,25,  60.000 ,,
25-Jun-21,A252,Pembolong Kertas Kecil Joyko,8,  14.000 ,,
25-Jun-21,A262,Pensil 2B Steadler,22,  5.000 ,,
25-Jun-21,A282,Pulpen Pilot Balliner Hitam,24,  15.000 ,,
25-Jun-21,A283,Pulpen Drawing 0.1 Hitam,12,  10.000 ,,
25-Jun-21,A293,Papan Jalar Plastik Borneo,25,  10.000 ,,
25-Jun-21,A299,Plastik Laminating Ukuran KTP Joyko,150,  40.000 ,,
25-Jun-21,A304,Rautan Meja Joyko Stenlis,6,  65.000 ,,
25-Jun-21,A332,Steples Air Gun,2,  32.000 ,,
25-Jun-21,A341,Spidol Faster Board Marker,9,  8.000 ,,
25-Jun-21,A352,Tip Ex Borneo Pen,30,  5.000 ,,
25-Jun-21,A360,Tali Rafia Gulung Besar,6,  24.000 ,,
25-Jun-21,A371,Toner Laser Jet HP 6 L,24,  215.000 ,,
25-Jun-21,A385,Tinta E-Print Comp 664 Set,2,  350.000 ,,
27-Jun-21,A030,Binder Clips V-tec 107,30,  3.000 ,,
27-Jun-21,A060,Buku Ekspedisi PPL 100,120,  50.000 ,,
27-Jun-21,A131,"Double Tape 1"" Borneo",24,  6.000 ,,
27-Jun-21,A201,Kertas Sticker Vinyl Besar,57,  315.000 ,,
27-Jun-21,A208,Kertas Carbon A4,35,  35.000 ,,
27-Jun-21,A230,Map Kertas Diamond,35,  75.000 ,,
27-Jun-21,A233,Map Kancing Plastik,50,  55.000 ,,
27-Jun-21,A260,Pensil 2B Kenko,24,  4.000 ,,
27-Jun-21,A282,Pulpen Pilot Balliner Hitam,24,  15.000 ,,
27-Jun-21,A305,Rautan Meja Joyko Karakter,9,  60.000 ,,
27-Jun-21,A352,Tip Ex Borneo Pen,12,  5.000 ,,
27-Jun-21,A359,Tali rafia Besar,12,  5.000 ,,
27-Jun-21,A373,Tinta Epson Ori 673 C,40,  125.000 ,,
27-Jun-21,A374,Tinta Epson Ori 673 M,8,  125.000 ,,
28-Jun-21,A042,Binder Clips Trigonal V-tec No.3,20,  4.500 ,,
28-Jun-21,A071,Buku Tulis Campus Ria 38,25,  35.000 ,,
28-Jun-21,A081,Buku Folio 50 Ria,25,  41.000 ,,
28-Jun-21,A084,Buku Kwitansi PPL Sedang,30,  70.000 ,,
28-Jun-21,A092,Buku Gambar Ria A4,50,  15.000 ,,
28-Jun-21,A097,Busur Derajat 0.5 Kenko,,  4.000 ,,
28-Jun-21,A143,"Double Tape 2"" 3M",12,  28.000 ,,
28-Jun-21,A143,"Double Tape 2"" 3M",20,  28.000 ,,
28-Jun-21,A152,Gunting Xianjiang Kecil Silver,20,  5.000 ,,
28-Jun-21,A162,Isi Binder SIDU A4,35,  14.000 ,,
28-Jun-21,A201,Kertas Sticker Vinyl Besar,50,  315.000 ,,
28-Jun-21,A212,Lem Kertas Dlukol Besar,12,  8.000 ,,
28-Jun-21,A250,Penggaris Besi 100Cm,15,  35.000 ,,
28-Jun-21,A275,Pulpen Snowman V5 Biru,,  4.500 ,,
28-Jun-21,A276,Pulpen Snowman V5 Merah,25,  4.500 ,,
28-Jun-21,A287,Pulpen Drawing 0.5 Hitam,20,  10.000 ,,
28-Jun-21,A302,Rautan Pensil Borneo,8,  1.500 ,,
28-Jun-21,A302,Rautan Pensil Borneo,,  1.500 ,,
28-Jun-21,A304,Rautan Meja Joyko Stenlis,12,  65.000 ,,
28-Jun-21,A307,Rak Dokumen Besi,6,  215.000 ,,
28-Jun-21,A307,Rak Dokumen Besi,12,  215.000 ,,
28-Jun-21,A309,Sampul Buku Tulis Karakter,125,  8.000 ,,
28-Jun-21,A313,Solatip Kecil Borneo,12,  3.000 ,,
28-Jun-21,A313,Solatip Kecil Borneo,24,  3.000 ,,
28-Jun-21,A332,Steples Air Gun,6,  32.000 ,,
28-Jun-21,A340,Spidol Faster Permanent,24,  6.000 ,,
28-Jun-21,A351,Tip Ex Borneo Merah,,  4.000 ,,
28-Jun-21,A353,Tip Ex V-tec Merah,30,  3.500 ,,
28-Jun-21,A353,Tip Ex V-tec Merah,8,  3.500 ,,
28-Jun-21,A373,Tinta Epson Ori 673 C,50,  125.000 ,,
28-Jun-21,A374,Tinta Epson Ori 673 M,10,  125.000 ,,
28-Jun-21,A386,Tinta E-Print Comp 664 C,12,  90.000 ,,
29-Jun-21,A042,Binder Clips Trigonal V-tec No.3,,  4.500 ,,
29-Jun-21,A043,Binder Clips Trigonal V-tec No.5,,  5.000 ,,
29-Jun-21,A044,Block Notes PPL A5 50,,  45.000 ,,
29-Jun-21,A053,Buku Tulis SIDU 100,,  53.000 ,,
29-Jun-21,A062,Buku Ekspedisi Borneo 100,90,  46.000 ,,
29-Jun-21,A070,Buku Octavo Ria 100,,  40.000 ,,
29-Jun-21,A079,Buku Folio 50 Borneo,,  45.000 ,,
29-Jun-21,A081,Buku Folio 50 Ria,,  41.000 ,,
29-Jun-21,A091,Buku Gambar Borneo A3,,  38.000 ,,
29-Jun-21,A097,Busur Derajat 0.5 Kenko,,  4.000 ,,
29-Jun-21,A101,Baterai ABC MIC,,  35.000 ,,
29-Jun-21,A107,Baterai Eveready A3,,  2.000 ,,
29-Jun-21,A123,Cutter Vtec A-300,,  7.000 ,,
29-Jun-21,A127,Cutter Xianjiang A-300 Renceng,5,  25.000 ,,
29-Jun-21,A130,"Double Tape 1/5"" Borneo",,  4.000 ,,
29-Jun-21,A137,"Double Tape 1.1/5"" Daimaru",,  14.000 ,,
29-Jun-21,A139,"Double Tape 1/4"" 3M",,  7.000 ,,
29-Jun-21,A140,"Double Tape 1/5"" 3M",,  7.000 ,,
29-Jun-21,A143,"Double Tape 2"" 3M",,  28.000 ,,
29-Jun-21,A181,Kertas Bison Cokelat,,  14.000 ,,
29-Jun-21,A198,Kertas Sticker Vinyl A4,80,  45.000 ,,
29-Jun-21,A201,Kertas Sticker Vinyl Besar,80,  315.000 ,,
29-Jun-21,A250,Penggaris Besi 100Cm,,  35.000 ,,
29-Jun-21,A275,Pulpen Snowman V5 Biru,,  4.500 ,,
29-Jun-21,A351,Tip Ex Borneo Merah,,  4.000 ,,
30-Jun-21,A181,Kertas Bison Cokelat,,  14.000 ,,
30-Jun-21,A194,Kertas Photo V-tec A3,,  40.000 ,,
30-Jun-21,A200,Kertas Sticker Vinyl A3,,  240.000 ,,
30-Jun-21,A204,Kertas Kalkir Joyko,80,  14.000 ,,
30-Jun-21,A206,Kertas Karbon Folio,,  55.000 ,,
30-Jun-21,A207,Kertas Karbon F4,80,  50.000 ,,
30-Jun-21,A208,Kertas Carbon A4,75,  35.000 ,,
30-Jun-21,A231,Map Kertas Biola,,  67.000 ,,
30-Jun-21,A233,Map Kancing Plastik,,  55.000 ,,
30-Jun-21,A235,Map Daichi L,,  55.000 ,,
30-Jun-21,A239,Opp Lakban Bening Tebal Daimaru,20,  19.000 ,,
30-Jun-21,A240,Odner Bintex Besar,,  31.000 ,,
30-Jun-21,A241,Odner Bintex F4,40,  28.000 ,,
30-Jun-21,A242,Odner Bintex A5,25,  14.500 ,,
30-Jun-21,A249,Penggaris Besi 50Cm,,  20.000 ,,
30-Jun-21,A261,Pensil 2B Faber Castel,,  7.000 ,,
30-Jun-21,A269,Pulpen Snowman V1 Biru,,  3.000 ,,
30-Jun-21,A272,Pulpen Snowman V2 Biru,,  4.000 ,,
30-Jun-21,A273,Pulpen Snowman V2 Merah,,  4.000 ,,
30-Jun-21,A282,Pulpen Pilot Balliner Hitam,,  15.000 ,,
30-Jun-21,A293,Papan Jalar Plastik Borneo,,  10.000 ,,
30-Jun-21,A304,Rautan Meja Joyko Stenlis,,  65.000 ,,
30-Jun-21,A323,Stapler Max Besar,,  60.500 ,,
30-Jun-21,A324,Staples no.10,,  3.000 ,,
2-Jul-21,A012,Amplop Cokelat Tali Envlope B5,64,  47.000 ,,
2-Jul-21,A115,Box File Joyko Kawat,32,  27.500 ,,
2-Jul-21,A171,Kertas SIDU F4 70 Gsm,15,  51.500 ,,
2-Jul-21,A215,Lem Fox Botol Kecil,12,  10.000 ,,
2-Jul-21,A243,Penggaris ButterFly 30Cm,24,  4.000 ,,
2-Jul-21,A245,Penggaris V-tec 20Cm,46,  2.000 ,,
2-Jul-21,A246,Penggaris V-tec 30Cm,20,  3.000 ,,
2-Jul-21,A338,Spidol Snowman Permanent,140,  7.000 ,,
2-Jul-21,A338,Spidol Snowman Permanent,78,  7.000 ,,
3-Jul-21,A005,Amplop Merpati 90 PPS,57,  23.000 ,,
3-Jul-21,A048,Block Notes Ria A5 100,40,  65.000 ,,
3-Jul-21,A105,Baterai Eveready A3 isi 10,12,  40.000 ,,
3-Jul-21,A118,Correction Tape V-tec Kecil,35,  3.000 ,,
3-Jul-21,A144,Double Tape 1.1/5 Busa 3M,24,  20.000 ,,
3-Jul-21,A144,Double Tape 1.1/5 Busa 3M,15,  20.000 ,,
3-Jul-21,A170,Kertas Sidu A4 70 Gsm,40,  47.000 ,,
3-Jul-21,A171,Kertas SIDU F4 70 Gsm,28,  51.500 ,,
3-Jul-21,A176,Kertas Sidu A4 80 Gsm,72,  51.500 ,,
3-Jul-21,A180,Kertas Manila Gulung,54,  38.000 ,,
3-Jul-21,A184,Kertas Buffalo Lembar Besar,81,  13.000 ,,
3-Jul-21,A218,Lem Fox Stick,20,  12.000 ,,
3-Jul-21,A222,Lem Joyko Stick Kecil,33,  4.000 ,,
3-Jul-21,A227,Lem Tembak Joyko isi 5,35,  20.000 ,,
3-Jul-21,A243,Penggaris ButterFly 30Cm,49,  4.000 ,,
3-Jul-21,A246,Penggaris V-tec 30Cm,44,  3.000 ,,
3-Jul-21,A317,Solatib Kabel Nachi,26,  3.500 ,,
4-Jul-21,A218,Lem Fox Stick,20,  12.000 ,,
4-Jul-21,A228,Mika Transparant A4,34,  38.000 ,,
4-Jul-21,A243,Penggaris ButterFly 30Cm,21,  4.000 ,,
4-Jul-21,A255,Pengghapus White Board,6,  11.000 ,,
4-Jul-21,A257,Penghapus Pensil Joyko,113,  3.000 ,,
4-Jul-21,A278,Pulpen Standart AE 7 Biru ,28,  3.000 ,,
4-Jul-21,A278,Pulpen Standart AE 7 Biru ,89,  3.000 ,,
4-Jul-21,A279,Pulpen Standart AE 7 Merah,62,  3.000 ,,
4-Jul-21,A280,Pulpen Pilot Std Hitam,27,  3.000 ,,
5-Jul-21,A056,Buku Tulis Kiky 38,94,  42.000 ,,
5-Jul-21,A105,Baterai Eveready A3 isi 10,20,  40.000 ,,
5-Jul-21,A176,Kertas Sidu A4 80 Gsm,15,  51.500 ,,
5-Jul-21,A225,Lem Fox Aibon Kaleng Kecil,10,  12.000 ,,
5-Jul-21,A243,Penggaris ButterFly 30Cm,51,  4.000 ,,
5-Jul-21,A249,Penggaris Besi 50Cm,149,  20.000 ,,
5-Jul-21,A251,Penggaris Kayu 100Cm,24,  30.000 ,,
5-Jul-21,A253,Pembolong Kertas Besar Joyko,25,  22.000 ,,
5-Jul-21,A256,Penghapus Pensil Steadler,121,  3.500 ,,
5-Jul-21,A274,Pulpen Snowman V5 Hitam,82,  4.500 ,,
5-Jul-21,A331,Steples Tembak Bsar,45,  20.000 ,,
7-Jul-21,A105,Baterai Eveready A3 isi 10,10,  40.000 ,,
7-Jul-21,A111,Baterai Eveready A2,40,  2.000 ,,
7-Jul-21,A115,Box File Joyko Kawat,44,  27.500 ,,
7-Jul-21,A125,Cutter Hore A-300,10,  5.500 ,,
7-Jul-21,A144,Double Tape 1.1/5 Busa 3M,93,  20.000 ,,
7-Jul-21,A144,Double Tape 1.1/5 Busa 3M,54,  20.000 ,,
7-Jul-21,A218,Lem Fox Stick,20,  12.000 ,,
7-Jul-21,A225,Lem Fox Aibon Kaleng Kecil,8,  12.000 ,,
7-Jul-21,A245,Penggaris V-tec 20Cm,18,  2.000 ,,
7-Jul-21,A245,Penggaris V-tec 20Cm,47,  2.000 ,,
7-Jul-21,A278,Pulpen Standart AE 7 Biru ,81,  3.000 ,,
8-Jul-21,A005,Amplop Merpati 90 PPS,28,  23.000 ,,
8-Jul-21,A120,Cutter Joyko L-500,9,  16.000 ,,
8-Jul-21,A125,Cutter Hore A-300,25,  5.500 ,,
8-Jul-21,A155,Gunting Seng Besar,39,  25.000 ,,
8-Jul-21,A205,Kertas HVS Gulungan Besar,97,  350.000 ,,
8-Jul-21,A244,Penggaris ButterFly 20Cm,18,  2.500 ,,
8-Jul-21,A255,Pengghapus White Board,20,  11.000 ,,
8-Jul-21,A258,Penghapus Pensil FC,26,  2.500 ,,
9-Jul-21,A001,Amplop PPL 90PPS,35,  26.000 ,,
9-Jul-21,A156,Gantungan Kunci Bulat,35,  1.000 ,,
9-Jul-21,A216,Lem Fox Botol Sedang,15,  16.000 ,,
9-Jul-21,A225,Lem Fox Aibon Kaleng Kecil,12,  12.000 ,,
9-Jul-21,A246,Penggaris V-tec 30Cm,11,  3.000 ,,
9-Jul-21,A258,Penghapus Pensil FC,77,  2.500 ,,
9-Jul-21,A259,Pensil 2B Joyko,93,  4.000 ,,
9-Jul-21,A349,Tipe Ex Joyko Biru,41,  8.000 ,,
10-Jul-21,A001,Amplop PPL 90PPS,15,  26.000 ,,
10-Jul-21,A117,Correction Tape Joyko Merah,30,  4.000 ,,
10-Jul-21,A126,Cutter Xianjiang L-500 Renceng,134,  30.000 ,,
10-Jul-21,A156,Gantungan Kunci Bulat,15,  1.000 ,,
10-Jul-21,A171,Kertas SIDU F4 70 Gsm,58,  51.500 ,,
10-Jul-21,A248,Penggaris Besi 30Cm,66,  14.000 ,,
10-Jul-21,A260,Pensil 2B Kenko,107,  4.000 ,,
10-Jul-21,A324,Staples no.10,72,  3.000 ,,
10-Jul-21,A326,Staples Etona no.10,139,  4.500 ,,
10-Jul-21,A368,Toner Laser Jet HP C 906 A/L,90,  1.200.000 ,,
12-Jul-21,A105,Baterai Eveready A3 isi 10,8,  40.000 ,,
12-Jul-21,A146,Double Folio Garis SIDU,64,  55.000 ,,
12-Jul-21,A189,Kertas Photo Glosy Epson F4,10,  44.000 ,,
12-Jul-21,A214,Lem Korea C,91,  10.000 ,,
12-Jul-21,A234,Map Tali Plastik,11,  53.000 ,,
12-Jul-21,A236,Opp Lakban Bening Tipis Borneo,98,  10.000 ,,
12-Jul-21,A247,Penggaris V-Tec 50Cm,82,  5.000 ,,
